"","userIDs","implementation","Line_ID","ChatGroup","content","group_id","RoleName","roomName","m_experimental_testing","m_making_design_choices","m_asking_questions","j_customer_consultants_requests","j_performance_parameters_requirements","j_communication","OutcomeScore","wordCount"
"1876","51","b",1877,"PSF","i agree with Harrison",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,4
"1877","47","b",1878,"PSF","First and foremost, effectiveness, the least important being marketability, as that can be worked on by marketing.",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,17
"1878","48","b",1879,"PSF","The most important qualities to me were relilabilitiy, cost, and bcr",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,11
"1879","47","b",1880,"PSF","I agree with Jacob as well",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,6
"1880","50","b",1881,"PSF","Being safe and reliable, while remaining marketable were what i looked at",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,12
"1881","49","b",1882,"PSF","It is hard to make any attribute more important than the other. Like harrison said, there are two sides (economically, marketability. and the patient)",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,24
"1882","37","b",1883,"PSF","What should your team's next step be?",4,"Mentor","Reflection team discussion of surfactants",0,1,1,0,0,0,4,7
"1883","47","b",1884,"PSF","See, public opion can be changed easily, so i belive we need to send out the best product and let the marketing guys sell it.",4,"Player","Reflection team discussion of surfactants",0,0,0,0,1,0,3,25
"1884","48","b",1885,"PSF","I agree with Alexander",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,4
"1885","51","b",1886,"PSF","I agree with ALexander",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,4
"1886","49","b",1887,"PSF","Agree",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,1
"1887","37","b",1888,"PSF","What will you need to do to improve the design of the filtration membrane?",4,"Mentor","Reflection team discussion of surfactants",0,0,1,0,0,0,4,14
"1888","47","b",1889,"PSF","So Negitve charge then, as it preformed close to in most areas at a better price.",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,16
"1889","46","b",1890,"PSF","If marketability/public opinion can be changed, Then the difference between steric hindering and Negative charge is Blood Cell reactivity and cost.",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,21
"1890","51","b",1891,"PSF","If we ignore marketability we can see that negative charge and steric hindering are so closely related but one is much cheaper",4,"Player","Reflection team discussion of surfactants",0,0,0,0,1,0,4,22
"1891","50","b",1892,"PSF","In which case, I still prefer steric hindering",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,8
"1892","47","b",1893,"PSF","agreed with rita",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,3
"1893","48","b",1894,"PSF","I agree with the negative charge in that case",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,9
"1894","49","b",1895,"PSF","I do believe it all boils down to patient satisfaction",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,10
"1895","51","b",1896,"PSF","So do you guys prefer negative charge or steric hindering?",4,"Player","Reflection team discussion of surfactants",0,0,1,0,0,0,4,10
"1896","46","b",1897,"PSF","As a company how will it hurt us to sell a more expensive product that sells better then the cheaper product?",4,"Player","Reflection team discussion of surfactants",0,0,1,0,0,0,4,21
"1897","47","b",1898,"PSF","in that case, they want the cheapest option. we are not trying to sell these to consumers, but to nephrologists",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,20
"1898","51","b",1899,"PSF","yes",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,1
"1899","48","b",1900,"PSF","yes",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,1
"1900","47","b",1901,"PSF","always",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,1
"1901","49","b",1902,"PSF","yes",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,1
"1902","47","b",1903,"PSF","more data is always better",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,5
"1903","50","b",1904,"PSF","I'd have to agree with that, i don't know if we have enough information to draw a conclusion on what we should use.",4,"Player","Reflection team discussion of surfactants",0,1,0,0,0,0,3,23
"1904","46","b",1905,"PSF","I suggest doing more tests with just steric hindering and negative charge, especially testing whther or not dialysis clinics would be interested in either product",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,25
"1905","51","b",1906,"PSF","agreed",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,1
"1906","37","b",1907,"PSF","That's all the time we have for this meeting.",4,"Mentor","Reflection team discussion of surfactants",0,0,0,0,0,0,4,9
"1907","37","b",1908,"PSF","Thanks for sharing.  Now, please remember to complete your write-up of this meeting and submit it to Alex.",4,"Mentor","Reflection team discussion of surfactants",0,0,0,0,0,0,4,18
"1908","46","b",1909,"PSF","I suggest doing more tests with just steric hindering and negative charge, especially testing whther or not dialysis clinics would be interested in either product, i sent this to Darren but didnt know if everyone could see it",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,38
"1909","50","b",1910,"PSF","I think we should also know more about the safety of both Negative charge and Steric Hindering",4,"Player","Reflection team discussion of surfactants",0,1,0,0,0,0,3,17
"1910","47","b",1911,"PSF","also the price per hour of operation.",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,7
"1911","50","b",1912,"PSF","agreed",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,1
"1912","49","b",1913,"PSF","agreed",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,4,1
"1913","46","b",1914,"PSF","Don't we already have the price per hour? Steric: $353/3hrs=117.66      Negative: 294/3hrs=$98",4,"Player","Reflection team discussion of surfactants",0,0,1,0,0,0,4,12
"1914","47","b",1915,"PSF","that is the price per unit hour, however there may be unseen operation costs",4,"Player","Reflection team discussion of surfactants",0,0,0,0,0,0,3,14
"1915","37","b",1916,"PSF","At Nephrotex, we have internal consultants who are experts in their fields.",4,"Mentor","Summarize internal consultant requirements",0,0,0,0,0,0,4,12
"1916","37","b",1917,"PSF","Let me know if you have any questions about their requirements for membrane design.",4,"Mentor","Summarize internal consultant requirements",0,0,0,0,0,0,4,14
"1917","37","b",1918,"PSF","You probably want to check their staff pages for more information too.",4,"Mentor","Summarize internal consultant requirements",0,0,0,0,0,0,4,12
"1918","37","b",1919,"PSF","Hey everyone, I just posted my write-up of mechanical engineering consultants' requirements during my time as an intern. You can find my write-up in the shared space.",4,"Mentor","Summarize internal consultant requirements",0,0,0,0,0,0,4,27
"1919","37","b",1920,"PSF","Once you've submitted a notebook please assist your teammates who haven't completed the deliverable yet while you wait for the next task. You should also try to complete any outstanding notebooks that still need revisions. Any extra time you have should be spent working on your final presentation. The outline you're expected to follow for your presentations  is located in the resources section of workpro. Now would be a good time to research on the current state of dialysis technology.",4,"Mentor","Summarize internal consultant requirements",0,1,0,0,0,0,4,80
"1920","46","b",1921,"PSF","I suggest we all meet together during our class time 1:30, Tuesday, October 6th (tomorrow) so that we can allocate who will be reseraching which consultant",4,"Player","Choose consultants to analyze",0,0,0,1,0,0,4,26
"1921","46","b",1922,"PSF","This meeting will occur in this chat room.",4,"Player","Choose consultants to analyze",0,0,0,0,0,0,4,8
"1922","46","b",1923,"PSF","Or do we want to just ""call"" a certain consultant and not need to meet up to decide who does which?",4,"Player","Choose consultants to analyze",0,0,1,0,0,0,4,21
"1923","46","b",1924,"PSF","I am just going to go ahead and call a consultant, we just need to make sure we do all of them, I am going to do Wayne Anderson's analysis.",4,"Player","Choose consultants to analyze",0,0,0,0,0,0,4,30
"1924","51","b",1925,"PSF","I am going to do Padma Rao.",4,"Player","Choose consultants to analyze",0,0,0,0,0,0,4,7
"1925","51","b",1926,"PSF","Nevermind I am going to do Alan DuChamp.",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,4,8
"1926","47","b",1927,"PSF","Afternoon Everyone!",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,2
"1927","47","b",1928,"PSF","I guess I can cover Padma Rao",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,7
"1928","50","b",1929,"PSF","I'll Do any one of them",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,6
"1929","48","b",1930,"PSF","Ill do rudy Hernandez",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,4,4
"1930","49","b",1931,"PSF","I will do wayne anderson",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,4,5
"1931","47","b",1932,"PSF","harrison already requested wanye",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,4
"1932","50","b",1933,"PSF","Has anyone claimed Michelle?",4,"Player","Individuals design 5 prototypes",0,0,1,0,0,0,3,4
"1933","49","b",1934,"PSF","I will take her.",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,4,4
"1934","50","b",1935,"PSF","Oh. I was going to but if you want to that's fine",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,12
"1935","47","b",1936,"PSF","K was that all we needed to do?",4,"Player","Individuals design 5 prototypes",0,0,1,0,0,0,3,8
"1936","47","b",1937,"PSF","In the meeting, that is",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,5
"1937","50","b",1938,"PSF","I think so yes",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,4
"1938","47","b",1939,"PSF","ok",4,"Player","Individuals design 5 prototypes",0,0,0,0,0,0,3,1
"1939","37","b",1940,"PSF","Just to be clear, each team member should design 5 prototypes using only PSF materials.",4,"Mentor","Individuals design 5 prototypes",0,1,0,0,0,1,4,15
"1940","37","b",1941,"PSF","Back in my internship, I had to justify the design decisions I made, and found it a very useful practice. Working for Alex, I know he would like to see a similar style of justification, so I posted an old notebook of mine in the shared space for your reference.",4,"Mentor","Individuals design 5 prototypes",0,0,0,0,0,1,4,50
"1941","37","b",1942,"PSF","Your notebook has not been received. The deadline will pass shortly. Please submit your deliverable now so that you can stay on schedule.",4,"Mentor","Individuals design 5 prototypes",0,0,0,0,0,1,4,23
"1942","51","b",1943,"PSF","Hey so are we all planning on meeting on here at 1:30?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,12
"1943","46","b",1944,"PSF","I would assume so",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"1944","47","b",1945,"PSF","yes",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,1
"1945","51","b",1946,"PSF","Some of the prototypes in FEEDS use the wrong material. We are only supposed to use PSF.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,17
"1946","46","b",1947,"PSF","From what I have noticed, the following are the variables we can change: Manufacturing Process, Surfactant, and %Nanotube. We must keep our material, PSF, constant because that is one of the requirements.",4,"Player","Team designs batch using 1 material",1,0,0,0,1,0,4,32
"1947","51","b",1948,"PSF","Agreed",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1948","48","b",1949,"PSF","yes",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1949","47","b",1950,"PSF","i would like to see sufactants tested with a high flux system",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,12
"1950","46","b",1951,"PSF","According to the data in ""Resources"" the Nanotube percentage is equally optimal at 1% and 1.5% for PSF so i suggest we keep that constant as well at one of those 2 values",4,"Player","Team designs batch using 1 material",1,0,0,0,1,0,4,33
"1951","47","b",1952,"PSF","agreed",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,1
"1952","51","b",1953,"PSF","alright",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1953","50","b",1954,"PSF","That works for me",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,4
"1954","48","b",1955,"PSF","I agree",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"1955","46","b",1956,"PSF","We agreed previously that Steric Hindrance and Negative Charge were the two best surfactants correct?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,15
"1956","50","b",1957,"PSF","Yes",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,1
"1957","51","b",1958,"PSF","i think we should have onwith no surfactant as welle",4,"Player","Team designs batch using 1 material",0,1,0,0,0,0,4,10
"1958","51","b",1959,"PSF","one",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1959","47","b",1960,"PSF","I concurr",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,2
"1960","50","b",1961,"PSF","that makes sense, have a control",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,3,6
"1961","51","b",1962,"PSF","yes",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1962","48","b",1963,"PSF","agreed",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1963","51","b",1964,"PSF","how should we go about choosing the process",4,"Player","Team designs batch using 1 material",0,1,0,0,0,0,4,8
"1964","47","b",1965,"PSF","do we want to do high and mid flux for our processes",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,12
"1965","46","b",1966,"PSF","I suggest we use process as the independent variable",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,9
"1966","51","b",1967,"PSF","im okay with that",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"1967","47","b",1968,"PSF","that would only be 3 of our tests",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,8
"1968","47","b",1969,"PSF","the other 2?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,3
"1969","46","b",1970,"PSF","Keep %nanotube constant change the process between the 2 and choose 2 different processes",4,"Player","Team designs batch using 1 material",1,1,0,0,0,0,4,14
"1970","46","b",1971,"PSF","and have 1 ontrol",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"1971","46","b",1972,"PSF","control*",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,1
"1972","50","b",1973,"PSF","Well, aren't we still interested in the surfactant type?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,9
"1973","51","b",1974,"PSF","yeah we need to decide on one",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"1974","46","b",1975,"PSF","For example, control, surfactant 1 process 1, surfactant 2 process 1, surfactant 1 process 2, surfactant 2 process 2",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,19
"1975","47","b",1976,"PSF","try steric and negitve charfe",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,5
"1976","48","b",1977,"PSF","i would agree with steric and negative charge",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,8
"1977","51","b",1978,"PSF","okay me too",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"1978","47","b",1979,"PSF","so witch 5 of made will we test",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,8
"1979","51","b",1980,"PSF","I like Harrison's idea",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"1980","46","b",1981,"PSF","So have steric with phase, negative with phase, steric with vapor, and negative with vapor?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,15
"1981","47","b",1982,"PSF","and the last?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,3
"1982","47","b",1983,"PSF","must have a process without a sufacat",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,7
"1983","51","b",1984,"PSF","so are we keeping the %nanotue constant",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,7
"1984","46","b",1985,"PSF","Control: no Surfactant with phase or one of the surfactants with Dry jet",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,13
"1985","50","b",1986,"PSF","Yeah, we have it down between those 2. But we have 3 different processes to decide between so that would be 6 tests that we would have to run. Unless we all are between Phase and Vapor, in which case those would be the 4 tests and the 5th test would be the control with no surfactan",4,"Player","Team designs batch using 1 material",1,1,0,0,1,0,3,57
"1986","46","b",1987,"PSF","yes %nanotube will stay constant",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,5
"1987","51","b",1988,"PSF","Okay",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1988","47","b",1989,"PSF","at which %",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,3
"1989","50","b",1990,"PSF","ans so will material",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,4
"1990","47","b",1991,"PSF","1.5?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,1
"1991","51","b",1992,"PSF","i agree",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"1992","50","b",1993,"PSF","1.5%?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,1
"1993","46","b",1994,"PSF","i like 1.5%",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"1994","48","b",1995,"PSF","1.5 is good",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"1995","51","b",1996,"PSF","okay",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"1996","47","b",1997,"PSF","are there premades that meet specs?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,6
"1997","46","b",1998,"PSF","In the FEEDS software i will produce a test that will follow what i think we want",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,17
"1998","50","b",1999,"PSF","With our 5th test, what would process would we use?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,10
"1999","47","b",2000,"PSF","Alexander Test 2, Alexander Test 3",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,6
"2000","46","b",2001,"PSF","it will be titled Consensus Control, 1-4",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,7
"2001","47","b",2002,"PSF","Do you want to make those, harrion?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,7
"2002","46","b",2003,"PSF","I am at the moment",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,5
"2003","47","b",2004,"PSF","kk",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,1
"2004","46","b",2005,"PSF","I have made them all in the Prototype section hey are title ""Consensus Control"", Consensus 1-4",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,16
"2005","46","b",2006,"PSF","IS that what we are looking for?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,7
"2006","47","b",2007,"PSF","and the 5th is?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,3,4
"2007","46","b",2008,"PSF","Control is the 5th",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,4
"2008","47","b",2009,"PSF","kk",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,1
"2009","49","b",2010,"PSF","Sorry guys, our Wi-FI was down so I had to run to the library.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,14
"2010","50","b",2011,"PSF","1.5% PSF with no surfactant and an undecided process",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,9
"2011","46","b",2012,"PSF","Nice, scroll through the chat and you can see what we have discussed",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,13
"2012","46","b",2013,"PSF","I chose Phase for the control because it has the highest flux",4,"Player","Team designs batch using 1 material",1,1,0,0,1,0,4,12
"2013","46","b",2014,"PSF","Do you want me to put them in the batch area?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,11
"2014","50","b",2015,"PSF","Ok I agree with that",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,5
"2015","48","b",2016,"PSF","that sounds good",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"2016","49","b",2017,"PSF","Agreed. Phase had highest flux with 17 mg3/mg2?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,8
"2017","50","b",2018,"PSF","I think so yes",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,4
"2018","46","b",2019,"PSF","It is in the batch section of FEEDS if you want to see it easier",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,15
"2019","49","b",2020,"PSF","How come it allowed us to choose other than PSF?",4,"Player","Team designs batch using 1 material",0,1,1,0,0,0,4,10
"2020","46","b",2021,"PSF","And yes, Jake, Phase had highest flux",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"2021","46","b",2022,"PSF","I would assume other groups are studying other materials and the software is the sae",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,15
"2022","46","b",2023,"PSF","same*",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"2023","37","b",2024,"PSF","Don't forget to attach your team's new batch in your notebook.",4,"Mentor","Team designs batch using 1 material",0,0,0,0,0,0,4,11
"2024","37","b",2025,"PSF","Alex will upload your design specifications to the server after you submit your justifications. Each member on your team needs to attach and submit the same batch for testing. Once the first team member attaches and submits your team's batch, the rest of your team members will only have the option to attach that same batch.",4,"Mentor","Team designs batch using 1 material",0,0,0,0,0,0,4,56
"2025","51","b",2026,"PSF","Thanks Harrison for making the batch!",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"2026","49","b",2027,"PSF","Yes thank you.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"2027","49","b",2028,"PSF","Is this the batch we are submitting?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,7
"2028","48","b",2029,"PSF","thank you",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"2029","50","b",2030,"PSF","Thanks",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,3,1
"2030","46","b",2031,"PSF","I am attaching ""PSF Prototypes for Testing"", the two in there  are the same but that is the one I am submitting",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,22
"2031","49","b",2032,"PSF","Okay",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"2032","49","b",2033,"PSF","Once again, sorry for coming in late. I agree with the batch 100%",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,13
"2033","51","b",2034,"PSF","No problem!",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"2034","51","b",2035,"PSF","It is not giving me an option to attach any batch",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,11
"2035","51","b",2036,"PSF","Hey I guess we can start when everyone is here",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"2036","46","b",2037,"PSF","The email said that Darren will be facilitating the discussion",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"2037","51","b",2038,"PSF","Alright",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"2038","49","b",2039,"PSF","sounds good",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"2039","47","b",2040,"PSF","hey i missed that we had an assignment due on the 23rd what did i miss?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,3,16
"2040","51","b",2041,"PSF","It was just the analysis of the results we got back from batch 1",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,14
"2041","47","b",2042,"PSF","ok",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,1
"2042","46","b",2043,"PSF","Check the FEEDS section, and look at the results, that is what the discussion is over",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,16
"2043","47","b",2044,"PSF","kk",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,1
"2044","46","b",2045,"PSF","Darren isn't here, do we just want to talk about which prototypes we thought did the best?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,17
"2045","47","b",2046,"PSF","looks like conseunsus 1  was pretty giid",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,7
"2046","47","b",2047,"PSF","good",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,1
"2047","47","b",2048,"PSF","it lacked a bit of reliablity but was cheap and marketable",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,11
"2048","46","b",2049,"PSF","Darren is here now",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,4
"2049","50","b",2050,"PSF","Yeah I liked Consensus 1",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,5
"2050","51","b",2051,"PSF","if we want a more reliable one i like consensus 4",4,"Player","Reflection team discussion of first batch results",0,0,0,0,1,0,4,11
"2051","49","b",2052,"PSF","I liked consensus 2, with the low cost and high flux",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"2052","51","b",2053,"PSF","3 works too but its a bit more expensive",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"2053","48","b",2054,"PSF","Consensus 2 was good and it was on the cheaper end",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"2054","46","b",2055,"PSF","I feel like Consensus 1 did the best because it is not much more expensive then Consensus 2 but was more marketable",4,"Player","Reflection team discussion of first batch results",0,0,0,0,1,0,4,22
"2055","49","b",2056,"PSF","3 has a low flux",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"2056","47","b",2057,"PSF","both of those loose flux as a trade",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,8
"2057","50","b",2058,"PSF","I think 3 was the worst of the one's we had other than the control",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,3,15
"2058","37","b",2059,"PSF"," It's time to get started. I need everyone to participate in this meeting.",4,"Mentor","Reflection team discussion of first batch results",0,0,0,0,0,0,4,13
"2059","49","b",2060,"PSF","we already are",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
"2060","51","b",2061,"PSF","Alright.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"2061","37","b",2062,"PSF","Please see the meeting summary example I posted in the shared space earlier during the internship if you need an example for this notebook.",4,"Mentor","Reflection team discussion of first batch results",0,0,0,0,0,0,4,24
"2062","37","b",2063,"PSF","Now that your team has received the batch results, was it a successful trial?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,14
"2063","46","b",2064,"PSF","Yes",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"2064","51","b",2065,"PSF","yes",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"2065","47","b",2066,"PSF","yesp",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,1
"2066","50","b",2067,"PSF","yes",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,1
"2067","37","b",2068,"PSF","What did you discover about the design problem?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,8
"2068","49","b",2069,"PSF","Yes, we got a variety of results. all which were good in each attribute",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,14
"2069","46","b",2070,"PSF","Things thta twe find to be very different often give very similar results when tested experimntally",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,16
"2070","49","b",2071,"PSF","Phase works better than vapor",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"2071","46","b",2072,"PSF","that* we*",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"2072","51","b",2073,"PSF","I noticed that even the control one didnt have too bad of results considering how cheap it is",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,4,18
"2073","47","b",2074,"PSF","We found out that we need a steric hinderence sufacant",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,10
"2074","50","b",2075,"PSF","Phase has better flux but is less reliable than vapor",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,3,10
"2075","47","b",2076,"PSF","but the control is unsellable",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,3,5
"2076","48","b",2077,"PSF","I would agree that phase works better",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,7
"2077","51","b",2078,"PSF","yes i agree",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
